record_id,classification,valid_structure,n_points,n_timestamps,invalid_timestamps,invalid_coordinates,negative_dt,zero_dt,positive_dt,same_time_different_position,consecutive_duplicate_position,long_gap_gt_30_source_seconds,edges_total,dt_computable,position_pairs_computable,time_span_raw,dt_min_raw,dt_max_raw,issues
0,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1186,1.0,21.0,
1,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,76,0,96,96,96,1188,8.0,30.0,
2,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,82,0,98,98,98,1190,9.0,20.0,
3,CURRENT_RUN_REAL_DATA,True,103,103,0,0,0,2,100,0,76,1,102,102,102,1192,0.0,32.0,
4,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,81,0,99,99,99,1195,1.0,22.0,
5,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1190,7.0,30.0,
6,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,1,98,98,98,1189,6.0,31.0,
7,CURRENT_RUN_REAL_DATA,True,91,91,0,0,0,1,89,1,0,4,90,90,90,1190,0.0,79.0,
8,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1191,2.0,24.0,
9,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,1,98,1,79,0,99,99,99,1195,0.0,21.0,
10,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,0,0,97,97,97,1195,10.0,30.0,
11,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,78,0,97,97,97,1182,9.0,21.0,
12,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,80,0,99,99,99,1190,3.0,21.0,
13,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,3,93,0,78,2,96,96,96,1191,0.0,39.0,
14,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,1,98,0,79,0,99,99,99,1189,0.0,23.0,
15,CURRENT_RUN_REAL_DATA,True,96,96,0,0,0,0,95,0,76,1,95,95,95,1186,9.0,40.0,
16,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1190,6.0,30.0,
17,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1186,1.0,21.0,
18,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,7,90,1,80,2,97,97,97,1166,0.0,97.0,
19,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1188,7.0,28.0,
20,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,76,0,98,98,98,1190,7.0,30.0,
21,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,4,0,99,99,99,1189,1.0,22.0,
22,CURRENT_RUN_REAL_DATA,True,102,102,0,0,0,0,101,0,53,0,101,101,101,1188,1.0,30.0,
23,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1190,5.0,20.0,
24,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,1,98,0,81,0,99,99,99,1194,0.0,21.0,
25,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,80,0,98,98,98,1189,7.0,23.0,
26,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,0,0,99,99,99,1191,3.0,20.0,
27,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,81,0,98,98,98,1191,8.0,21.0,
28,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1191,1.0,20.0,
29,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,78,0,97,97,97,1186,7.0,21.0,
30,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,0,0,98,98,98,1186,1.0,21.0,
31,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,0,100,0,75,0,100,100,100,1164,1.0,21.0,
32,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,3,96,0,81,1,99,99,99,1191,0.0,56.0,
33,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,2,0,98,98,98,1190,3.0,30.0,
34,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1192,10.0,20.0,
35,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,2,98,0,83,1,100,100,100,1191,0.0,38.0,
36,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,77,1,96,96,96,1193,2.0,50.0,
37,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,82,0,98,98,98,1188,7.0,28.0,
38,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,1,0,97,97,97,1187,5.0,30.0,
39,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,80,0,99,99,99,1191,4.0,20.0,
40,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1192,1.0,30.0,
41,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,80,0,99,99,99,1190,4.0,20.0,
42,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,80,0,98,98,98,1189,7.0,28.0,
43,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,76,0,97,97,97,1191,9.0,29.0,
44,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,78,0,97,97,97,1195,10.0,30.0,
45,CURRENT_RUN_REAL_DATA,True,65,65,0,0,0,0,64,0,44,0,64,64,64,771,7.0,22.0,
46,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,24,0,97,97,97,1193,9.0,30.0,
47,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,3,95,0,80,1,98,98,98,1188,0.0,51.0,
48,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,90,0,98,98,98,1195,8.0,21.0,
49,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,0,100,0,82,0,100,100,100,1191,4.0,20.0,
50,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1195,9.0,20.0,
51,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,77,0,99,99,99,1194,1.0,20.0,
52,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,80,0,99,99,99,1191,4.0,20.0,
53,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1191,3.0,22.0,
54,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,0,0,99,99,99,1191,5.0,20.0,
55,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1185,1.0,21.0,
56,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,4,0,99,99,99,1194,1.0,20.0,
57,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,4,93,4,0,1,97,97,97,1186,0.0,63.0,
58,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,82,0,99,99,99,1190,5.0,20.0,
59,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,7,0,97,97,97,1186,4.0,26.0,
60,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1191,5.0,21.0,
61,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,1,97,0,78,0,98,98,98,1186,0.0,22.0,
62,CURRENT_RUN_REAL_DATA,True,87,87,0,0,0,25,61,8,68,1,86,86,86,804,0.0,128.0,
63,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,0,100,0,80,0,100,100,100,1193,3.0,21.0,
64,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,75,0,99,99,99,1187,5.0,20.0,
65,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,75,0,97,97,97,1190,8.0,30.0,
66,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,76,1,96,96,96,1185,8.0,31.0,
67,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,1,0,99,99,99,1191,3.0,21.0,
68,CURRENT_RUN_REAL_DATA,True,57,57,0,0,0,0,56,0,0,4,56,56,56,1170,2.0,335.0,
69,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,77,0,97,97,97,1195,9.0,30.0,
70,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,81,0,99,99,99,1191,3.0,22.0,
71,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1189,8.0,22.0,
72,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,77,0,99,99,99,1191,3.0,20.0,
73,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,2,0,98,98,98,1195,1.0,30.0,
74,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,3,0,99,99,99,1191,1.0,20.0,
75,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,1,0,98,98,98,1186,1.0,21.0,
76,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,79,0,97,97,97,1186,9.0,21.0,
77,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,5,95,0,81,2,100,100,100,1194,0.0,33.0,
78,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,3,0,97,97,97,1186,9.0,21.0,
79,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1190,5.0,21.0,
80,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,1,96,0,78,2,97,97,97,1194,0.0,38.0,
81,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1190,4.0,30.0,
82,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,0,0,97,97,97,1194,9.0,30.0,
83,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,4,96,0,80,0,100,100,100,1148,0.0,20.0,
84,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1190,7.0,30.0,
85,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1186,1.0,21.0,
86,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,6,0,98,98,98,1195,9.0,21.0,
87,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1191,5.0,21.0,
88,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1194,9.0,20.0,
89,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,0,0,99,99,99,1189,1.0,22.0,
90,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,77,0,97,97,97,1186,9.0,21.0,
91,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,77,0,97,97,97,1189,7.0,28.0,
92,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1192,6.0,30.0,
93,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,0,0,98,98,98,1191,8.0,20.0,
94,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,71,0,99,99,99,1191,2.0,22.0,
95,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1194,9.0,20.0,
96,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1191,4.0,21.0,
97,CURRENT_RUN_REAL_DATA,True,102,102,0,0,0,0,101,0,60,0,101,101,101,1176,1.0,23.0,
98,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1177,1.0,25.0,
99,CURRENT_RUN_REAL_DATA,True,95,95,0,0,0,4,90,0,68,3,94,94,94,1192,0.0,153.0,
100,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,82,0,97,97,97,1186,9.0,21.0,
101,CURRENT_RUN_REAL_DATA,True,103,103,0,0,0,6,96,3,28,1,102,102,102,1112,0.0,32.0,
102,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,76,0,98,98,98,1177,1.0,20.0,
103,CURRENT_RUN_REAL_DATA,True,103,103,0,0,0,0,102,0,75,0,102,102,102,1182,1.0,20.0,
104,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,89,1,98,98,98,1149,1.0,31.0,
105,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,90,0,98,98,98,1187,4.0,27.0,
106,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,76,0,98,98,98,1181,4.0,21.0,
107,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,1,97,0,81,0,98,98,98,1180,0.0,20.0,
108,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,1,98,1,32,0,99,99,99,1123,0.0,30.0,
109,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,86,0,96,96,96,1172,9.0,21.0,
110,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,81,0,98,98,98,1181,5.0,21.0,
111,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,12,88,2,78,3,100,100,100,1175,0.0,64.0,
112,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,87,0,96,96,96,1180,9.0,30.0,
113,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1180,3.0,20.0,
114,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,78,0,97,97,97,1178,2.0,30.0,
115,CURRENT_RUN_REAL_DATA,True,96,96,0,0,0,0,95,0,87,0,95,95,95,1183,7.0,27.0,
116,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,88,0,97,97,97,1178,8.0,28.0,
117,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,1,99,0,76,0,100,100,100,1175,0.0,22.0,
118,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,81,0,96,96,96,1180,9.0,30.0,
119,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,77,0,96,96,96,1178,4.0,30.0,
120,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,1,96,0,80,0,97,97,97,1170,0.0,22.0,
121,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1180,4.0,21.0,
122,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,67,0,97,97,97,1178,7.0,28.0,
123,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,0,0,98,98,98,1180,3.0,20.0,
124,CURRENT_RUN_REAL_DATA,True,92,92,0,0,0,2,89,2,1,1,91,91,91,1171,0.0,111.0,
125,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,77,0,97,97,97,1180,9.0,21.0,
126,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1180,2.0,24.0,
127,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,91,0,98,98,98,1178,2.0,20.0,
128,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1180,6.0,21.0,
129,CURRENT_RUN_REAL_DATA,True,67,67,0,0,0,1,65,1,0,1,66,66,66,738,0.0,32.0,
130,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,87,1,96,96,96,1183,9.0,31.0,
131,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,89,0,97,97,97,1183,7.0,23.0,
132,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1178,1.0,21.0,
133,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,1,0,99,99,99,1181,2.0,30.0,
134,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1179,3.0,21.0,
135,CURRENT_RUN_REAL_DATA,True,96,96,0,0,0,4,91,1,48,2,95,95,95,1177,0.0,92.0,
136,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,77,0,97,97,97,1186,8.0,22.0,
137,CURRENT_RUN_REAL_DATA,True,67,67,0,0,0,4,62,4,5,2,66,66,66,1181,0.0,388.0,
138,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1180,5.0,20.0,
139,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,1,95,0,77,0,96,96,96,1175,0.0,27.0,
140,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1181,1.0,20.0,
141,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1180,4.0,21.0,
142,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1181,6.0,21.0,
143,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,88,0,98,98,98,1177,1.0,20.0,
144,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,80,0,99,99,99,1175,3.0,22.0,
145,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,87,0,97,97,97,1180,9.0,20.0,
146,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,78,0,97,97,97,1182,2.0,21.0,
147,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,2,0,98,98,98,1177,1.0,23.0,
148,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,89,0,97,97,97,1186,9.0,21.0,
149,CURRENT_RUN_REAL_DATA,True,110,110,0,0,0,14,95,13,34,4,109,109,109,1190,0.0,70.0,
150,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,87,0,98,98,98,1189,6.0,30.0,
151,CURRENT_RUN_REAL_DATA,True,105,105,0,0,0,0,104,0,55,0,104,104,104,1190,1.0,23.0,
152,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,32,0,98,98,98,1184,1.0,21.0,
153,CURRENT_RUN_REAL_DATA,True,145,145,0,0,0,7,137,7,5,0,144,144,144,1190,0.0,28.0,
154,CURRENT_RUN_REAL_DATA,True,172,172,0,0,0,1,170,1,14,0,171,171,171,1189,0.0,25.0,
155,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1189,7.0,23.0,
156,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1190,9.0,20.0,
157,CURRENT_RUN_REAL_DATA,True,106,106,0,0,0,1,104,1,10,0,105,105,105,1190,0.0,20.0,
158,CURRENT_RUN_REAL_DATA,True,106,106,0,0,0,1,104,0,21,1,105,105,105,1191,0.0,36.0,
159,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,3,1,96,96,96,1188,1.0,73.0,
160,CURRENT_RUN_REAL_DATA,True,113,113,0,0,0,2,110,2,36,0,112,112,112,1190,0.0,22.0,
161,CURRENT_RUN_REAL_DATA,True,110,110,0,0,0,3,106,3,48,1,109,109,109,1122,0.0,34.0,
162,CURRENT_RUN_REAL_DATA,True,87,87,0,0,0,2,84,0,27,1,86,86,86,1141,0.0,152.0,
163,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1187,1.0,22.0,
164,CURRENT_RUN_REAL_DATA,True,111,111,0,0,0,1,109,1,6,1,110,110,110,1190,0.0,31.0,
165,CURRENT_RUN_REAL_DATA,True,109,109,0,0,0,15,93,10,42,2,108,108,108,1186,0.0,92.0,
166,CURRENT_RUN_REAL_DATA,True,102,102,0,0,0,1,100,1,29,1,101,101,101,1191,0.0,55.0,
167,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,1,99,1,2,2,100,100,100,1189,0.0,91.0,
168,CURRENT_RUN_REAL_DATA,True,116,116,0,0,0,1,114,1,8,2,115,115,115,1191,0.0,45.0,
169,CURRENT_RUN_REAL_DATA,True,94,94,0,0,0,0,93,0,26,1,93,93,93,1194,1.0,79.0,
170,CURRENT_RUN_REAL_DATA,True,115,115,0,0,0,6,108,5,22,0,114,114,114,1179,0.0,30.0,
171,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,96,0,99,99,99,1191,4.0,20.0,
172,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,3,94,0,91,1,97,97,97,1190,0.0,40.0,
173,CURRENT_RUN_REAL_DATA,True,169,169,0,0,0,5,163,5,8,0,168,168,168,1179,0.0,24.0,
174,CURRENT_RUN_REAL_DATA,True,49,49,0,0,0,1,47,1,0,0,48,48,48,491,0.0,20.0,
175,CURRENT_RUN_REAL_DATA,True,95,95,0,0,0,0,94,0,75,1,94,94,94,1181,9.0,51.0,
176,CURRENT_RUN_REAL_DATA,True,115,115,0,0,0,0,114,0,11,1,114,114,114,1195,1.0,39.0,
177,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,89,0,99,99,99,1190,5.0,21.0,
178,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,78,0,99,99,99,1194,2.0,21.0,
179,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,77,0,97,97,97,1188,7.0,30.0,
180,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,1,97,0,78,0,98,98,98,1186,0.0,22.0,
181,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,79,0,98,98,98,1188,7.0,28.0,
182,CURRENT_RUN_REAL_DATA,True,103,103,0,0,0,1,101,1,25,1,102,102,102,1180,0.0,50.0,
183,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,2,98,0,90,1,100,100,100,1186,0.0,35.0,
184,CURRENT_RUN_REAL_DATA,True,114,114,0,0,0,2,111,2,21,2,113,113,113,1193,0.0,40.0,
185,CURRENT_RUN_REAL_DATA,True,115,115,0,0,0,3,111,3,21,1,114,114,114,1190,0.0,40.0,
186,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,3,95,0,88,1,98,98,98,1189,0.0,36.0,
187,CURRENT_RUN_REAL_DATA,True,118,118,0,0,0,6,111,6,20,1,117,117,117,1191,0.0,43.0,
188,CURRENT_RUN_REAL_DATA,True,112,112,0,0,0,1,110,0,18,0,111,111,111,1193,0.0,27.0,
189,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,89,0,99,99,99,1190,1.0,22.0,
190,CURRENT_RUN_REAL_DATA,True,104,104,0,0,0,1,102,1,57,0,103,103,103,1190,0.0,24.0,
191,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1189,1.0,22.0,
192,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1191,4.0,20.0,
193,CURRENT_RUN_REAL_DATA,True,105,105,0,0,0,0,104,0,20,1,104,104,104,1181,1.0,126.0,
194,CURRENT_RUN_REAL_DATA,True,111,111,0,0,0,6,104,3,36,1,110,110,110,1192,0.0,40.0,
195,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,2,97,0,90,1,99,99,99,1192,0.0,40.0,
196,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,0,100,0,58,0,100,100,100,1196,1.0,21.0,
197,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,15,2,99,99,99,1191,1.0,61.0,
198,CURRENT_RUN_REAL_DATA,True,139,139,0,0,0,3,135,3,20,0,138,138,138,1198,0.0,23.0,
199,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1189,8.0,22.0,
200,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,2,97,0,79,1,99,99,99,1195,0.0,41.0,
201,CURRENT_RUN_REAL_DATA,True,108,108,0,0,0,6,101,5,12,3,107,107,107,1146,0.0,59.0,
202,CURRENT_RUN_REAL_DATA,True,93,93,0,0,0,1,91,1,24,1,92,92,92,1134,0.0,59.0,
203,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,96,0,99,99,99,1193,2.0,20.0,
204,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,81,0,99,99,99,1191,4.0,20.0,
205,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,2,95,2,30,1,97,97,97,1189,0.0,45.0,
206,CURRENT_RUN_REAL_DATA,True,106,106,0,0,0,1,104,1,58,1,105,105,105,1194,0.0,92.0,
207,CURRENT_RUN_REAL_DATA,True,98,98,0,0,0,0,97,0,82,0,97,97,97,1189,9.0,30.0,
208,CURRENT_RUN_REAL_DATA,True,108,108,0,0,0,6,101,6,17,3,107,107,107,1186,0.0,47.0,
209,CURRENT_RUN_REAL_DATA,True,119,119,0,0,0,2,116,2,0,1,118,118,118,1192,0.0,32.0,
210,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,78,0,98,98,98,1189,7.0,23.0,
211,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,2,98,2,12,2,100,100,100,1194,0.0,59.0,
212,CURRENT_RUN_REAL_DATA,True,109,109,0,0,0,3,105,2,45,0,108,108,108,1193,0.0,28.0,
213,CURRENT_RUN_REAL_DATA,True,121,121,0,0,0,1,119,1,16,1,120,120,120,1191,0.0,33.0,
214,CURRENT_RUN_REAL_DATA,True,102,102,0,0,0,1,100,1,68,1,101,101,101,1193,0.0,79.0,
215,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,2,0,99,99,99,1190,4.0,21.0,
216,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,89,0,99,99,99,1191,3.0,21.0,
217,CURRENT_RUN_REAL_DATA,True,101,101,0,0,0,2,98,0,90,1,100,100,100,1192,0.0,39.0,
218,CURRENT_RUN_REAL_DATA,True,119,119,0,0,0,3,115,0,40,1,118,118,118,1189,0.0,44.0,
219,CURRENT_RUN_REAL_DATA,True,103,103,0,0,0,3,99,3,32,1,102,102,102,1195,0.0,66.0,
220,CURRENT_RUN_REAL_DATA,True,95,95,0,0,0,11,83,11,10,3,94,94,94,1170,0.0,90.0,
221,CURRENT_RUN_REAL_DATA,True,111,111,0,0,0,1,109,1,20,1,110,110,110,1191,0.0,37.0,
222,CURRENT_RUN_REAL_DATA,True,97,97,0,0,0,0,96,0,89,0,96,96,96,1149,4.0,20.0,
223,CURRENT_RUN_REAL_DATA,True,99,99,0,0,0,0,98,0,85,0,98,98,98,1180,5.0,20.0,
224,CURRENT_RUN_REAL_DATA,True,119,119,0,0,0,6,112,6,18,0,118,118,118,1191,0.0,28.0,
225,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,2,97,2,0,1,99,99,99,1189,0.0,35.0,
226,CURRENT_RUN_REAL_DATA,True,105,105,0,0,0,0,104,0,95,1,104,104,104,1188,5.0,31.0,
227,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,0,99,0,79,0,99,99,99,1192,6.0,21.0,
228,CURRENT_RUN_REAL_DATA,True,106,106,0,0,0,1,104,1,52,0,105,105,105,1193,0.0,25.0,
229,CURRENT_RUN_REAL_DATA,True,118,118,0,0,0,4,113,4,34,1,117,117,117,1195,0.0,33.0,
230,CURRENT_RUN_REAL_DATA,True,100,100,0,0,0,1,98,0,80,1,99,99,99,1191,0.0,32.0,
